Unnamed: 0,Ticker,Headline,Date,Close,1d_return,3d_return,5d_return,max_abs_return,label,score,Correct_labels
6266,ADANIENSOL,"AGEL clarifies on TotalEnergies' update: Adani Green, Adani Energy & Adani Total shares slump up to 8% - Business Today",2024-11-26,600.75,9.995836537661257,39.90844777361631,34.332084893882644,39.90844777361631,neutral,0.6111131310462952,negative
6275,ADANIENSOL,Adani Energy Solutions shares hit 52-week low! Stock down 28% in 3 sessions; more pain ahead? - Business Today,2024-11-25,625.200012,-3.9107504047840633,16.258791114674505,29.07869234014026,29.07869234014026,neutral,0.9989460110664368,negative
2166,ADANIPORTS,"Fundamental Analysis of Adani Ports – Industry, Financials & More - Trade Brains",2023-01-22,756.968079,-1.020733134507778,-7.268706769337893,-22.378262267516305,22.378262267516305,neutral,0.9980423450469972,neutral
4815,CONCOR,Rail PSUs under scrutiny for giving unauthorized financial incentives - The Sunday Guardian Live,2024-06-02,1154.349365,-19.203742794106365,-15.414093895222097,-10.172432935846931,19.203742794106365,neutral,0.9961036443710328,negative
3151,INDUSINDBK,"Q2 results today: ITC, IndusInd Bank, NTPC, Bikaji Foods among others to declare earnings on October 24; check list - Upstox",2024-10-24,1280.050049,-18.628183576593884,-17.596968194795952,-18.89770053827012,18.89770053827012,neutral,0.9995740056037904,neutral
6540,ESCORTS,"This CFP says helping strippers, prostitutes and porn stars manage their money has business and moral benefits - financial-planning.com",2022-04-06,1859.946777,-9.217215466590746,-15.113268749194978,-18.511166838619705,18.511166838619705,neutral,0.9995198249816896,neutral
6425,COFORGE,COFORGE LIMITED Shares Tumble 4.11% Amid Volume Surge - Moneycontrol,2025-04-01,1556.160034,-0.2474022540023724,-15.074290103507437,-18.508380417640264,18.508380417640264,neutral,0.9996798038482666,negative
6444,COFORGE,"Mid-tier IT firms reap gains from smaller deals; Coforge, LTTS, & Mphasis major gainers - financialexpress.com",2025-03-31,1556.160034,-0.2474022540023724,-8.012032906379083,-18.508380417640264,18.508380417640264,neutral,0.9985755681991576,positive
5109,INDUSTOWER,"Stocks To Watch: TCS, Adani Group, Avenue Supermarts, Infosys, Signature Global, Macrotech Developers, Coal India, Indus Towers - financialexpress.com",2025-01-13,320.5,6.177843369734784,10.62402121684867,17.19188954758191,17.19188954758191,neutral,0.9995864033699036,neutral
6150,MOTHERSON,Analyst corner: Motherson Sumi expects current crisis to offer M&A opportunities - financialexpress.com,2020-04-17,34.568211,-2.419341284395655,-17.1082964056196,-15.725797901430305,17.1082964056196,neutral,0.9997541308403016,positive
4646,BIOCON,"Stocks to watch: M&M Finance, Dr Reddy's, Welspun, Biocon, JP Associates, Zee - Mint",2024-06-04,290.497406,4.932976923036624,15.50361451420327,16.844277776442517,16.844277776442517,neutral,0.9997908473014832,neutral
4647,BIOCON,"Stock Radar: M&M Financial, Biocon, Dr Reddys Labs, Sansera Engineering, Kalyan Jewellers in focus on... - Moneycontrol",2024-06-04,290.497406,4.932976923036624,15.50361451420327,16.844277776442517,16.844277776442517,neutral,0.9998335838317872,neutral
1457,SUNPHARMA,"Whistleblower Files 150-Page Complaint with SEBI about Sudhir Valia Group, Dilip Shanghvi and Sun Pharma - Moneylife",2018-11-30,462.100464,-7.5517755809914116,-10.089328324067646,-16.169307503660065,16.169307503660065,neutral,0.9997850060462952,negative
5570,PIIND,Bet365 announces multi-millon pound financial support package for thousands of staff amid coronavirus outbreak - business-live.co.uk,2020-03-20,1185.557373,-11.449270536483777,-15.89573548204825,-10.175249696667358,15.89573548204825,neutral,0.9993441700935364,positive
3945,VEDL,"Stocks to watch, April 4: L&T Finance, oil-linked stocks, Bajaj Finance, HDFC Bank, Mazagon Dock, Avenue Supermarts, Vedanta, and more - Upstox",2025-04-03,432.661041,-8.657559024363378,-14.89192298226824,-14.425477472098075,14.89192298226824,neutral,0.9997585415840148,neutral
6702,LICHSGFIN,"LIC Housing Finance Q1 Results | Net profit beats muted estimates, NII falls short - CNBC TV18",2024-08-02,738.726135,-8.342228206126752,-12.92412336271276,-14.887779623500125,14.887779623500125,neutral,0.9997835755348206,neutral
6703,LICHSGFIN,"LIC Housing Finance Q1 Results: Net profit drops 2% to ₹1,300 crore, NII down 10% YoY - Mint",2024-08-02,738.726135,-8.342228206126752,-12.92412336271276,-14.887779623500125,14.887779623500125,neutral,0.9992756247520448,negative
6705,LICHSGFIN,"LIC Housing Finance Q1 results: Net profit down 2% at Rs 1,300 crore - Business Standard",2024-08-02,738.726135,-8.342228206126752,-12.92412336271276,-14.887779623500125,14.887779623500125,neutral,0.9997928738594056,negative
6508,ESCORTS,"Escorts, Havells, Bharti Airtel, ICICI Bank, Bosch and L&T are on the radar for today's trade - CNBC TV18",2024-09-18,3785.682861,0.4870645977758897,11.469760065567202,14.50799834973288,14.50799834973288,neutral,0.9997923970222472,neutral
5898,TVSMOTOR,TVS Motor plans to enter electric 3-wheeler cargo vehicle segment - Zee Business,2025-01-27,2222.185059,4.678682973720791,10.03181693158887,14.506590245236634,14.506590245236634,neutral,0.9996495246887208,positive
2240,JSWSTEEL,"JSW Steel pays Rs 19,350 crore to financial creditors of Bhushan Power & Steel - The New Indian Express",2021-03-26,422.570374,4.99774458869187,5.222367055954565,14.274474906752458,14.274474906752458,neutral,0.9997827410697936,positive
2242,JSWSTEEL,"JSW Steel pays Rs 19,350 cr to financial creditors of Bhushan Power & Steel - Business Standard",2021-03-26,422.570374,4.99774458869187,5.222367055954565,14.274474906752458,14.274474906752458,neutral,0.999743402004242,positive
6772,MANAPPURAM,Stocks Under F&O Ban: Manappuram Finance - Equitypandit,2025-06-04,232.369995,0.9510724480585452,13.947585616636946,14.192887080795444,14.192887080795444,neutral,0.985267162322998,neutral
4547,BANDHANBNK,"Stocks to watch on October 7: Titan, Bandhan Bank, SBI, Adani Wilmar, Godrej Properties, NTPC - Upstox",2024-10-06,184.339996,1.8010242335038202,2.4465716056541487,14.060974049277938,14.060974049277938,neutral,0.9997808337211608,neutral
6552,ESCORTS,‘They Don’t Have Money’: Greece’s Prostitutes Hit Hard by Financial Crisis (Published 2018) - The New York Times,2018-10-27,575.804871,2.113454160063879,6.010650611533286,14.033313726517596,14.033313726517596,neutral,0.9996681213378906,negative
3893,HINDALCO,Motilal Oswal reiterates Buy on Hindalco: 3 reasons why - financialexpress.com,2025-04-03,652.650024,-8.074773624768918,-13.920176612143976,-12.91657778288844,13.920176612143976,neutral,0.9970430731773376,positive
2839,IOC,IOC awards Olympic Games broadcast rights to NBCUniversal through to 2032 - Olympics.com,2014-05-07,24.137777,1.549086313955093,10.078334885602764,13.832657414972395,13.832657414972395,neutral,0.7757706046104431,positive
6462,COFORGE,"Over 50 companies to post Q2FY25 results today; Bajaj Finance, Zomato, Paytm, Coforge, Indus Towers, Paytm & others - Zee Business",2024-10-22,6785.478027,11.14002294299964,13.817141228213718,13.309803456828725,13.817141228213718,neutral,0.9962781071662904,neutral
6456,COFORGE,"Q2 results today: Zomato, Bajaj Finance, Paytm, Adani Green Energy among 70 companies to post earnings - Mint",2024-10-22,6785.478027,11.14002294299964,13.817141228213718,13.309803456828725,13.817141228213718,neutral,0.9996849298477172,neutral
6804,MANAPPURAM,Manappuram Finance share price tanks 10% after Q3 results miss estimates: Do you own? - Mint,2025-02-14,176.902191,8.498453815080223,6.275614754822355,13.814199734812783,13.814199734812783,neutral,0.9991770386695862,negative
5442,OFSS,Oracle Financial Corporation: What Should Investors Do - The Hindu BusinessLine,2024-02-04,6215.333984,6.321971466240038,6.152704488357879,13.740438779291187,13.740438779291187,neutral,0.9997056126594543,neutral
5891,TVSMOTOR,"Q3 Results 2025 Highlights: TVS Motor, Piramal Pharma, JSW Energy, Hindustan Zinc, Hyundai, Cipla, others releasing Q3 results today - financialexpress.com",2025-01-28,2326.154053,5.520592233965839,5.227328037159882,13.612037542897848,13.612037542897848,neutral,0.9997826218605042,neutral
5892,TVSMOTOR,"Q3 results today: Cipla, TVS Motor, Hyundai to post earnings on Jan 28 - Business Standard",2025-01-28,2326.154053,5.520592233965839,5.227328037159882,13.612037542897848,13.612037542897848,neutral,0.997974693775177,neutral
3961,VEDL,"Vedanta declares first interim dividend of ₹11, approves ₹8,500 crore fund raise - CNBC TV18",2024-05-16,387.650696,2.216832599211948,13.54348245514308,12.458155885782288,13.54348245514308,neutral,0.9997368454933168,positive
6545,ESCORTS,City bankers 'regularly offer prostitutes to clients' - The Guardian,2009-10-14,100.072701,11.686594728766243,13.01462323875919,11.022595462872536,13.01462323875919,neutral,0.9997631907463074,negative
3337,CIPLA,"Stocks To Buy Today, Brokerages Recommendation: L&T, Maruti Suzuki, Concor, Cipla, Marico, LIC Housing Finance and more - ET Now",2024-10-30,1415.439331,9.413011994365732,11.729239138968085,12.899698206845992,12.899698206845992,neutral,0.9997710585594176,positive
3347,CIPLA,Cipla Share Price Analysis and Future Outlook - Analytics Insight,2024-10-30,1415.439331,9.413011994365732,11.729239138968085,12.899698206845992,12.899698206845992,neutral,0.999790370464325,neutral
3704,BAJAJ-AUTO,Q2 results today: Bajaj Auto among 19 companies to announce earnings on Wednesday - The Economic Times,2024-10-16,11329.808594,-12.8906531463686,-9.610528571300245,-10.748092272669863,12.8906531463686,neutral,0.9990906715393066,neutral
3709,BAJAJ-AUTO,"Bajaj Auto Q2 results: Profit dips 31% to Rs 1,385 cr, revenue at Rs 13k cr - Business Standard",2024-10-16,11329.808594,-12.8906531463686,-9.610528571300245,-10.748092272669863,12.8906531463686,neutral,0.9985089898109436,negative
3719,BAJAJ-AUTO,"Bajaj Auto Q2 Results Highlights: Net Profit soars 9.1% to ₹2,005 crore despite ₹211 crore tax impact - Upstox",2024-10-16,11329.808594,-12.8906531463686,-9.610528571300245,-10.748092272669863,12.8906531463686,neutral,0.8643488883972168,positive
6663,IPCALAB,IPCA Laboratories declines 3% on fall in March quarter net profit - Upstox,2024-05-29,1290.33374,-3.4466767489161416,-12.8825323129193,-11.91267439073554,12.8825323129193,neutral,0.9997748732566832,negative
6509,ESCORTS,Q4 Results 2025 Highlights: Asian Paints profit dips by 44.93%; Canara Bank profit rises by 33.15% - financialexpress.com,2025-05-09,3130.399902,9.030801330506806,11.857916164731588,12.61500636860165,12.61500636860165,neutral,0.9998348951339722,neutral
6634,GLENMARK,"Glenmark Life Sciences IPO opens tomorrow: Issue size, price, lot size, company financials and other... - Moneycontrol",2021-07-22,661.9422,-3.33184241766123,-6.827313774525928,-12.427483396586586,12.427483396586586,neutral,0.9919318556785583,neutral
4952,GODREJPROP,"1:2 Split Of 127-Year Old Godrej Soon; Godrej Cons, Godrej Prop, Godrej Ind Is Splitting; Stocks To BUY/SELL - Goodreturns",2024-05-02,2532.699951,1.4608915669379263,12.24187843007543,9.803768855523618,12.24187843007543,neutral,0.9998019337654114,positive
6623,GLENMARK,"Glenmark Pharmaceuticals Ltd. reports Consolidated Revenue of Rs. 29,096 Mn for Q3 FY 2023-24 - PR Newswire",2024-02-14,796.059814,1.636976364190653,8.197433013494642,12.161314928528736,12.161314928528736,neutral,0.999091386795044,neutral
6883,MARICO,"Q4 Results 2024 Updates: Marico, Happiest Minds Technologies, DCM Shriram, more announced earnings today - financialexpress.com",2024-05-06,527.494385,10.032053326975236,9.626625125118627,12.115775222896447,12.115775222896447,neutral,0.999835968017578,neutral
6879,MARICO,"Marico Q4FY24 results: Net profit up 5% at Rs 318 cr, revenue rises 1.7% - Business Standard",2024-05-06,527.494385,10.032053326975236,9.626625125118627,12.115775222896447,12.115775222896447,neutral,0.999798595905304,positive
4924,DLF,DLF to exit life insurance JV - Business Standard,2013-07-26,152.264847,-1.8276996002892347,-5.996505549307783,-12.04419888196518,12.04419888196518,neutral,0.9996955394744872,neutral
4949,GODREJPROP,Can Godrej Properties meet FY25 guidance? Brokerages say… - financialexpress.com,2025-02-05,2301.350098,-2.222614761850104,-7.756316614109532,-11.966894877895273,11.966894877895273,neutral,0.7980963587760925,neutral
6389,COFORGE,"Stocks To Watch: From TCS, Swiggy, Coforge to Glenmark Pharma- Here are 9 stocks to watch - financialexpress.com",2025-05-06,1485.199951,2.3431221484062617,3.433881072084684,11.924326948755729,11.924326948755729,neutral,0.9994296431541444,neutral
